지역,기관,부서,항목1,항목2,상세,금액,예산서 사이트
경북,성주군청,자치행정과,201 일반운영비,01 사무관리비,"표준기록관리시스템유지보수비(2,800,000원*12월)","33,600,000", https://www.sj.go.kr/page.do?mnu_uid=1183& 
경북,성주군청,자치행정과,201 일반운영비,01 사무관리비,"문서고향균시스템약품구입(50,000원*90개)","4,500,000", https://www.sj.go.kr/page.do?mnu_uid=1183& 
경북,안동시청,자치행정과,201 일반운영비,01 사무관리비,기록물관리시스템 H/W 유지관리,"14,000,000", https://www.andong.go.kr/portal/inquiry/selectBudget.do?mId=0501010000 
경북,안동시청,자치행정과,201 일반운영비,01 사무관리비,기록물관리시스템 S/W 유지관리,"23,000,000", https://www.andong.go.kr/portal/inquiry/selectBudget.do?mId=0501010000 
경북,안동시청,자치행정과,201 일반운영비,02 공공운영비,기록관 소독,"5,500,000", https://www.andong.go.kr/portal/inquiry/selectBudget.do?mId=0501010000 
경북,영덕군청,자치행정과,201 일반운영비,01 사무관리비,기록관소독및분진제거,"3,800,000", https://www.yd.go.kr/?page_id=907 
경북,영덕군청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템백신갱신,"12,000,000", https://www.yd.go.kr/?page_id=907 
경북,영덕군청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템유지보수,"32,000,000", https://www.yd.go.kr/?page_id=907 
경북,영덕군청,자치행정과,207 연구개발비,02 전산개발비,군청기록관(서고)보유기록물전수조사,"50,000,000", https://www.yd.go.kr/?page_id=907 
경북,영양군청,자치행정과,207 연구개발비,02 전산개발비,"기록관리시스템응용S/W유지보수비(1,150,000원*12월)","13,800,000", https://www.yyg.go.kr/www/organization/finance_info/revenues_expenditure 
경북,영양군청,자치행정과,207 연구개발비,02 전산개발비,기록관리시스템백신S/W구입,"14,000,000", https://www.yyg.go.kr/www/organization/finance_info/revenues_expenditure 
경북,영주시청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템(RMS) 백신 프로그램 구입,"15,000,000", https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=11737& 
경북,영주시청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템(RMS) 하드웨어 유지보수비,"9,299,000", https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=11737& 
경북,영주시청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템(RMS) 프로그램 유지보수비,"21,961,000", https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=11737& 
경북,영주시청,총무과,207 연구개발비,02 전산개발비,온-나라시스템 전자기록물 이관사업(2017년~2018년 기록물),"22,000,000", https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=11737& 
경북,영주시청,총무과,207 연구개발비,02 전산개발비,기록물 전수조사 및 철건 목록 DB 구축,"75,000,000", https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=11737& 
경북,영주시청,총무과,207 연구개발비,02 전산개발비,표준기록관리시스템 노후스토리지 교체 사업,"50,000,000", https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=11737& 
경북,영천시청,총무과,201 일반운영비,01 사무관리비,"보존서고소독및환경정비(본청)(4,800,000원*2회)","9,600,000", https://www.yc.go.kr/portal/contents/budgetList.do?mId=0303010000 
경북,영천시청,총무과,201 일반운영비,01 사무관리비,보존서고소독및환경정비(완산),"3,000,000", https://www.yc.go.kr/portal/contents/budgetList.do?mId=0303010000 
경북,영천시청,총무과,201 일반운영비,01 사무관리비,기록관리시스템유지관리비,"48,784,000", https://www.yc.go.kr/portal/contents/budgetList.do?mId=0303010000 
경북,영천시청,총무과,405 자산취득비,01 자산및물품취득비,모빌랙 구입,"85,000,000", https://www.yc.go.kr/portal/contents/budgetList.do?mId=0303010000 
경북,영천시청,총무과,405 자산취득비,01 자산및물품취득비,기록관리시스템백신라이선스 구입,"13,360,000", https://www.yc.go.kr/portal/contents/budgetList.do?mId=0303010000 
경북,예천군청,총무과,201 일반운영비,01 사무관리비,기록관 소독,"4,000,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,201 일반운영비,01 사무관리비,"문서보관용 소독약 구입(170,000원*12회)","2,040,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,201 일반운영비,01 사무관리비,기록관 필요용품 구입,"2,000,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,201 일반운영비,01 사무관리비,기록관리시스템 하드웨어 유지보수,"9,000,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,201 일반운영비,01 사무관리비,기록관리시스템 DBMS 유지보수,"2,800,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,201 일반운영비,01 사무관리비,특수유형기록물시스템 유지보수,"4,000,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,207 연구개발비,02 전산개발비,중요기록물 DB구축,"80,000,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,예천군청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지보수,"25,264,000", https://www.ycg.kr/open.content/ko/administrative/budget/list/2025/2025.1/ 
경북,울릉군청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템유지관리,"51,600,000", https://www.ulleung.go.kr/ko/page.do?mnu_uid=553& 
경북,울진군청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수(S/W),"22,000,000", https://www.uljin.go.kr/index.uljin?menuCd=DOM_000000103006001000 
경북,울진군청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수(H/W),"22,000,000", https://www.uljin.go.kr/index.uljin?menuCd=DOM_000000103006001000 
경북,의성군청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템백신갱신,"14,000,000", https://www.usc.go.kr/ko/page.do?mnu_uid=310&code_uid=0 
경북,의성군청,총무과,201 일반운영비,01 사무관리비,"기록관서고상시소독용품구입(항균,살충제등)","3,000,000", https://www.usc.go.kr/ko/page.do?mnu_uid=310&code_uid=0 
경북,의성군청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수,"30,316,000", https://www.usc.go.kr/ko/page.do?mnu_uid=310&code_uid=0 
경북,의성군청,총무과,207 연구개발비,02 전산개발비,중요기록물정리및DB구축사업,"150,000,000", https://www.usc.go.kr/ko/page.do?mnu_uid=310&code_uid=0 
경북,의성군청,총무과,405 자산취득비,01 자산및물품취득비,기록관리시스템포맷변환노후서버교체,"27,700,000", https://www.usc.go.kr/ko/page.do?mnu_uid=310&code_uid=0 
경북,청도군청,총무과,201 일반운영비,01 사무관리비,보존기록물일시소독비,"7,000,000", https://www.cheongdo.go.kr/budget/contents.do?mid=0318010000 
경북,청도군청,총무과,201 일반운영비,01 사무관리비,자치단체표준기록관리시스템통합유지관리비,"50,000,000", https://www.cheongdo.go.kr/budget/contents.do?mid=0318010000 
경북,청송군청,총무과,201 일반운영비,01 사무관리비,기록관소독및분진제거용역,"4,000,000", https://www.cs.go.kr/openData/00003034/00007891.web 
경북,청송군청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수,"36,549,000", https://www.cs.go.kr/openData/00003034/00007891.web 
경북,청송군청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템백신라이선스구매,"13,000,000", https://www.cs.go.kr/openData/00003034/00007891.web 
경북,청송군청,총무과,207 연구개발비,02 전산개발비,중요기록물정리및DB구축사업,"20,000,000", https://www.cs.go.kr/openData/00003034/00007891.web 
경북,청송군청,총무과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템노후장비교체,"227,000,000", https://www.cs.go.kr/openData/00003034/00007891.web 
경북,칠곡군청,총무과,201 일반운영비,01 사무관리비,RMS바이러스백신,"15,000,000", https://www.chilgok.go.kr/portal/contents.do?mId=0307020100 
경북,칠곡군청,총무과,201 일반운영비,01 사무관리비,"표준기록관리시스템유지보수비(3,520,000원*12월)","42,240,000", https://www.chilgok.go.kr/portal/contents.do?mId=0307020100 
경북,칠곡군청,총무과,201 일반운영비,02 공공운영비,기록관서고소독,"5,000,000", https://www.chilgok.go.kr/portal/contents.do?mId=0307020100 
경북,칠곡군청,총무과,201 일반운영비,02 공공운영비,모빌렉(이동서가)유지보수비,"500,000", https://www.chilgok.go.kr/portal/contents.do?mId=0307020100 
경북,포항시청,총무새마을과,201 일반운영비,01 사무관리비,"기록관문서고및행정자료실천연소독약(35,000원*14개*12월)","5,880,000", https://www.pohang.go.kr/portal/board/post/list.do?bcIdx=581&mid=0313010000&token=1738896848300 
경북,포항시청,총무새마을과,201 일반운영비,01 사무관리비,기록관문서고소독,"9,000,000", https://www.pohang.go.kr/portal/board/post/list.do?bcIdx=581&mid=0313010000&token=1738896848300 
경북,포항시청,총무새마을과,201 일반운영비,01 사무관리비,표준기록관리시스템바이러스백신연간계약라이선스,"14,000,000", https://www.pohang.go.kr/portal/board/post/list.do?bcIdx=581&mid=0313010000&token=1738896848300 
경북,포항시청,총무새마을과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수,"35,000,000", https://www.pohang.go.kr/portal/board/post/list.do?bcIdx=581&mid=0313010000&token=1738896848300 
경북,포항시청,총무새마을과,207 연구개발비,02 전산개발비,중요기록물DB구축사업,"300,000,000", https://www.pohang.go.kr/portal/board/post/list.do?bcIdx=581&mid=0313010000&token=1738896848300 
경북,경상북도교육청,행정국 총무과,210 운영비,null,"표준기록관리시스템유지관리(15,092,750원*12월)","181,113,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도교육청,행정국 총무과,210 운영비,null,"중요기록물전산화(500원*1,977,000면)","988,500,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 포항교육지원청,null,210 운영비,null,기록관소독,"2,000,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 경주교육지원청,null,210 운영비,null,"중요기록물DB구축사업비(550원*100,000매)","55,000,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 경주교육지원청,null,210 운영비,null,기록관소독비,"1,500,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 김천교육지원청,null,210 운영비,null,기록관소독,"1,200,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 고령교육지원청,null,210 운영비,null,기록관방역소독비,"1,500,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 안동교육지원청,null,210 운영비,null,"기록관비전자기록물정리및전수조사용(2,000원*7786권)","15,572,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 안동교육지원청,null,210 운영비,null,기록관소독,"1,200,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 구미교육지원청,null,210 운영비,null,기록관소독,"1,550,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 구미교육지원청,null,210 운영비,null,"기록물전수조사(1,800원*4,000권)","7,200,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 구미교육지원청,null,210 운영비,null,"향균방충제구입비(60,000원*16개)","960,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 영주교육지원청,null,210 운영비,null,기록관소독,"1,500,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 영주교육지원청,null,210 운영비,null,"중요기록물전산화(550원*30,909면)","17,000,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 영천교육지원청,null,210 운영비,null,기록관소독,"1,300,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 문경교육지원청,null,210 운영비,null,기록관소독,"1,500,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 경산교육지원청,null,210 운영비,null,기록관소독,"2,801,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 의성교육지원청,null,210 운영비,null,기록관소독,"1,300,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 청송교육지원청,null,210 운영비,null,"중요기록물전산화(550원*60,000면)","33,000,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 청송교육지원청,null,210 운영비,null,"기록관소독(1,000,000원*2회)","2,000,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
경북,경상북도 영양교육지원청,null,210 운영비,null,기록관소독,"1,600,000", https://www.gbe.kr/main/cm/cntnts/cntntsView.do?mi=3308&cntntsId=8989 
